Rk,Att,Live-Pass,Dead-Pass,FK-Pass,TB-Pass,Sw-Pass,Crs-Pass,TI-Pass,CK-Pass,In-Corn,Out-Corn,Str-Corn,Cmp-Outc,Off-Outc,Blocks-Outc
849,690,652,36,21,3,5,11,13,0,0,0,0,520,2,2
850,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
851,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
852,1359,1058,289,13,3,16,82,276,0,0,0,0,923,12,33
853,257,204,48,4,1,2,24,44,0,0,0,0,177,5,8
854,35,34,1,0,0,1,2,1,0,0,0,0,29,0,1
855,304,207,96,14,0,2,0,0,0,0,0,0,236,1,0
856,36,36,0,0,0,0,2,0,0,0,0,0,27,0,1
857,8,3,5,0,0,0,0,5,0,0,0,0,5,0,0
858,160,148,10,2,1,1,3,1,4,0,1,0,133,2,7
859,275,222,51,5,0,5,38,42,4,1,2,0,197,2,8
860,6,4,2,0,0,0,0,0,0,0,0,0,5,0,1
861,634,581,51,34,1,4,6,17,0,0,0,0,512,2,6
862,53,53,0,0,1,1,0,0,0,0,0,0,46,0,2
863,9,8,1,0,0,0,0,1,0,0,0,0,6,0,0
864,1507,1279,220,72,9,7,173,8,133,45,60,0,1207,8,31
865,780,745,29,26,0,4,0,3,0,0,0,0,632,6,10
866,1825,1757,65,51,1,11,2,11,0,0,0,0,1668,3,10
867,451,414,32,8,10,11,18,8,2,1,0,0,325,5,12
868,420,394,25,13,0,4,4,12,0,0,0,0,324,1,6
869,1228,917,308,29,0,1,106,242,37,25,11,0,867,3,23
870,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
871,5,3,2,0,0,0,0,2,0,0,0,0,3,0,0
872,2093,1891,180,39,22,29,148,22,68,22,29,0,1549,22,50
873,128,120,8,2,0,1,14,3,3,0,1,0,95,0,4
874,381,260,118,26,0,0,0,0,0,0,0,0,267,3,0
875,1042,948,90,40,2,24,69,5,36,10,15,1,807,4,14
876,517,396,120,37,0,0,0,0,0,0,0,0,336,1,0
877,211,202,8,6,1,1,1,2,0,0,0,0,182,1,2
878,842,833,8,7,6,2,2,1,0,0,0,0,746,1,7
879,1253,1213,37,32,2,16,1,5,0,0,0,0,1115,3,8
880,823,749,72,47,1,2,7,23,0,0,0,0,683,2,13
881,763,640,121,9,0,4,44,109,3,1,2,0,573,2,15
882,2558,2431,117,87,4,32,39,25,2,0,0,0,2136,10,34
883,387,302,85,6,0,6,11,79,0,0,0,0,291,0,15
884,1112,1015,89,26,5,7,118,12,50,22,24,1,802,8,45
885,377,302,74,7,0,1,24,67,0,0,0,0,294,1,6
886,68,67,1,1,1,0,2,0,0,0,0,0,42,0,4
887,307,298,8,5,0,3,9,0,1,0,0,0,260,1,10
888,31,19,12,0,0,0,0,0,0,0,0,0,23,0,0
889,501,486,15,1,5,2,8,7,0,0,0,0,390,0,16
890,952,799,149,5,0,3,26,144,0,0,0,0,768,4,15
891,1333,989,339,95,0,8,0,0,0,0,0,0,915,5,0
892,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
893,508,397,107,29,2,2,88,29,45,17,21,1,310,4,21
894,812,686,121,23,4,11,56,79,19,9,5,0,646,5,17
895,1102,995,104,19,7,8,132,7,65,32,23,0,881,3,32
896,5,4,1,1,0,0,0,0,0,0,0,0,3,0,0
897,1786,1773,13,9,2,22,41,4,0,0,0,0,1574,0,19
898,528,520,8,7,0,1,0,1,0,0,0,0,470,0,4
899,1187,1152,23,21,19,16,6,1,1,0,0,0,895,12,20
900,1076,906,166,18,1,12,64,146,2,2,0,0,834,4,22
901,57,55,2,2,0,1,0,0,0,0,0,0,49,0,3
902,205,195,9,3,0,0,5,6,0,0,0,0,170,1,1
903,2097,2014,79,70,1,34,6,7,0,0,0,0,1821,4,15
904,24,20,4,1,0,0,4,2,1,1,0,0,18,0,1
905,1417,1339,73,5,11,19,87,9,41,32,2,0,1052,5,36
906,766,713,50,22,11,4,38,4,20,8,12,0,624,3,11
907,842,805,31,25,6,6,5,5,0,0,0,0,695,6,18
908,38,34,3,0,0,1,1,0,0,0,0,0,22,1,1
909,603,393,208,68,0,0,0,0,0,0,0,0,360,2,1
910,444,427,15,2,1,1,8,9,3,0,0,0,377,2,11
911,75,71,4,0,0,0,2,0,0,0,0,0,52,0,1
912,28,27,1,1,0,1,0,0,0,0,0,0,27,0,0
913,886,552,328,105,0,3,0,0,0,0,0,0,428,6,1
914,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0
915,94,70,24,2,0,0,4,22,0,0,0,0,73,0,1
916,72,50,22,0,0,0,7,22,0,0,0,0,46,0,6
917,1014,765,247,25,0,10,60,222,0,0,0,0,702,2,36
918,1178,965,208,16,2,5,7,192,0,0,0,0,982,5,21
919,10,10,0,0,0,0,3,0,0,0,0,0,4,0,0
920,445,345,96,4,1,1,36,92,0,0,0,0,297,4,13
921,1449,1211,229,8,4,5,71,216,5,2,3,0,1156,9,39
922,263,208,54,0,0,0,10,53,1,1,0,0,198,1,12
923,533,519,11,8,2,7,6,3,0,0,0,0,379,3,21
924,482,432,44,9,1,2,88,2,29,15,6,5,334,6,14
925,1249,1216,29,22,5,12,14,7,0,0,0,0,1035,4,33
926,1358,1319,35,27,11,13,3,8,0,0,0,0,1137,4,34
927,150,128,21,0,0,0,9,21,0,0,0,0,113,1,3
928,349,277,72,3,0,2,8,69,0,0,0,0,239,0,14
929,1728,1644,79,64,2,13,25,14,1,0,0,0,1486,5,25
930,477,460,16,11,0,3,0,4,0,0,0,0,424,1,4
931,630,611,18,16,0,5,5,2,0,0,0,0,464,1,11
932,1211,972,235,18,0,1,58,217,0,0,0,0,970,4,37
933,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0
934,499,470,25,1,0,5,69,16,6,0,4,0,320,4,21
935,108,83,25,0,0,1,3,25,0,0,0,0,79,0,2
936,698,610,84,28,4,4,61,26,23,4,17,0,553,4,15
937,1376,1243,128,27,4,8,69,5,43,15,19,0,1108,5,27
938,361,262,96,26,0,1,0,0,0,0,0,0,225,3,1
939,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
940,437,417,19,11,0,1,0,0,0,0,0,0,377,1,1
941,338,313,23,4,3,1,24,3,11,3,4,0,213,2,13
942,53,46,7,0,0,1,0,7,0,0,0,0,39,0,5
943,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
944,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
945,336,330,5,3,1,2,5,2,0,0,0,0,285,1,7
946,510,463,45,20,0,2,15,25,0,0,0,0,392,2,9
947,2182,1759,417,33,1,17,173,380,4,2,2,0,1697,6,49
948,761,716,41,27,5,8,14,2,5,3,0,0,616,4,15
949,8,6,2,0,0,0,3,2,0,0,0,0,5,0,0
950,443,403,38,25,1,7,31,4,8,2,5,1,324,2,7
951,276,265,7,1,2,0,9,3,0,0,0,0,170,4,7
952,1188,1030,151,70,2,8,128,4,62,26,16,4,890,7,27
953,1062,730,330,84,0,8,0,0,0,0,0,0,755,2,1
954,984,768,209,18,1,9,32,191,0,0,0,0,694,7,16
955,802,754,45,1,3,3,16,3,0,0,0,0,628,3,28
956,1394,1355,35,25,2,7,2,9,1,0,0,0,1298,4,13
957,196,176,19,1,2,1,3,3,0,0,0,0,142,1,5
958,59,53,6,0,0,0,0,0,0,0,0,0,34,0,2
959,1046,1007,31,5,2,4,194,19,7,1,2,0,640,8,42
960,1036,1013,19,18,2,10,4,1,0,0,0,0,804,4,12
961,1466,1422,39,39,0,13,0,0,0,0,0,0,1169,5,3
962,1689,1630,58,40,2,20,2,14,0,0,0,0,1568,1,7
963,1690,1327,360,22,1,4,128,338,0,0,0,0,1310,3,31
964,34,28,6,4,0,1,0,0,0,0,0,0,27,0,0
965,578,502,73,40,2,22,43,6,19,7,7,1,437,3,12
966,609,598,5,1,2,3,20,1,0,0,0,0,364,6,14
967,1268,1084,180,53,1,15,199,30,89,23,56,3,899,4,32
968,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
969,555,494,60,45,0,23,8,15,0,0,0,0,411,1,1
970,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
971,370,303,65,9,0,4,4,56,0,0,0,0,295,2,9
972,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
973,2635,2440,187,132,5,56,61,12,39,15,18,1,2160,8,32
974,1262,1237,17,5,11,12,48,10,2,0,0,0,1086,8,28
975,16,16,0,0,0,0,0,0,0,0,0,0,13,0,1
976,22,21,1,1,0,1,0,0,0,0,0,0,16,0,1
977,924,564,358,59,0,3,0,0,0,0,0,0,677,2,1
978,382,368,11,9,0,5,2,2,0,0,0,0,301,3,6
979,785,698,80,34,4,7,42,1,45,28,3,0,645,7,18
980,163,136,27,0,1,0,3,0,0,0,0,0,106,0,2
981,35,30,4,1,0,0,0,0,0,0,0,0,14,1,0
982,808,743,62,6,4,4,32,46,3,3,0,0,592,3,24
983,490,444,45,2,1,2,15,5,0,0,0,0,369,1,16
984,1326,1231,92,32,1,9,22,56,4,0,0,0,1184,3,23
985,137,133,3,0,1,0,6,0,0,0,0,0,95,1,5
986,112,99,13,0,0,0,1,0,0,0,0,0,76,0,6
987,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
988,119,117,2,0,1,0,14,2,0,0,0,0,84,0,5
989,9,7,2,0,0,0,0,0,2,0,0,0,7,0,0
990,6,4,2,0,0,0,2,2,0,0,0,0,4,0,0
991,343,257,83,4,0,1,37,73,6,2,2,0,212,3,15
992,216,189,26,12,2,2,21,4,8,6,2,0,143,1,8
993,280,243,37,10,0,0,26,18,9,5,4,0,229,0,5
994,714,585,127,8,0,3,44,115,4,4,0,0,530,2,15
995,10,9,1,0,0,0,1,0,1,1,0,0,7,0,1
996,1382,1319,57,47,0,10,1,9,0,0,0,0,1117,6,11
997,1123,807,313,23,1,6,106,254,36,14,17,0,770,3,31
998,1245,829,409,121,1,0,0,1,0,0,0,0,831,7,0
999,738,581,156,14,0,4,38,142,0,0,0,0,610,1,19
1000,22,21,1,0,0,0,0,0,0,0,0,0,19,0,0
1001,1243,1110,130,41,2,22,98,6,64,25,36,2,991,3,15
1002,4,4,0,0,1,0,0,0,0,0,0,0,1,0,1
1003,1759,1682,62,48,3,23,20,14,0,0,0,0,1451,15,21
1004,146,139,5,0,2,0,3,3,0,0,0,0,93,2,2
1005,13,11,1,0,0,0,1,0,1,1,0,0,7,1,2
1006,882,810,72,66,0,3,1,4,0,0,0,0,755,0,6
1007,1676,1633,35,32,0,24,9,3,0,0,0,0,1356,8,8
1008,480,463,14,0,3,1,4,1,0,0,0,0,321,3,11
1009,1356,1263,86,11,15,3,79,53,20,7,9,0,1063,7,29
1010,808,705,102,12,0,0,12,90,0,0,0,0,611,1,18
1011,439,418,20,18,1,2,0,0,0,0,0,0,394,1,1
1012,486,408,77,17,0,5,13,60,0,0,0,0,345,1,8
1013,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1014,759,643,111,19,4,1,111,8,78,27,38,0,548,5,16
1015,282,269,13,4,0,0,6,0,1,1,0,0,218,0,9
1016,400,384,12,5,7,6,16,1,5,4,1,0,306,4,10
1017,203,200,3,2,0,0,1,1,0,0,0,0,153,0,1
1018,197,168,27,0,2,1,5,2,0,0,0,0,155,2,8
1019,292,251,39,7,0,1,19,32,0,0,0,0,230,2,3
1020,411,392,15,0,2,4,19,2,0,0,0,0,254,4,8
1021,596,559,34,4,4,5,33,3,24,10,5,0,474,3,17
1022,971,919,49,18,3,21,57,15,16,0,14,0,832,3,6
1023,1371,1320,49,42,0,11,0,1,0,0,0,0,1161,2,15
1024,778,585,193,42,0,1,0,0,0,0,0,0,594,0,0
1025,657,638,19,18,0,11,6,0,0,0,0,0,550,0,12
1026,41,31,10,4,0,1,10,2,4,0,4,0,24,0,2
1027,167,156,11,0,0,0,9,0,0,0,0,0,119,0,5
1028,373,365,8,7,0,0,0,1,0,0,0,0,356,0,1
1029,721,683,35,35,0,3,0,0,0,0,0,0,594,3,5
1030,909,893,13,10,1,2,1,3,0,0,0,0,797,3,9
1031,203,159,44,4,1,0,10,40,0,0,0,0,149,0,4
1032,940,897,37,6,3,26,64,27,3,2,0,0,693,6,27
1033,686,670,13,10,3,3,7,3,0,0,0,0,611,3,10
1034,18,17,1,0,0,0,1,1,0,0,0,0,14,0,1
1035,37,36,1,0,1,0,1,1,0,0,0,0,29,0,0
1036,304,229,74,7,0,3,6,67,0,0,0,0,195,1,7
1037,743,649,89,25,2,3,119,6,50,26,18,0,482,5,28
1038,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
1039,854,834,15,3,5,7,9,7,1,0,0,0,708,5,16
1040,6,6,0,0,1,0,0,0,0,0,0,0,5,0,0
1041,1453,1172,281,26,0,1,63,252,3,0,3,0,1199,0,29
1042,261,221,39,1,0,2,5,38,0,0,0,0,212,1,2
1043,107,97,9,0,0,0,7,9,0,0,0,0,83,1,3
1044,65,64,0,0,0,1,1,0,0,0,0,0,55,1,2
1045,1044,930,111,25,6,5,98,6,63,32,21,1,786,3,37
1046,852,828,23,11,1,14,4,11,0,0,0,0,751,1,7
1047,1210,1131,64,60,2,25,6,4,0,0,0,0,861,15,9
1048,2072,2016,53,45,2,26,10,8,0,0,0,0,1840,3,11
1049,29,18,11,0,0,0,0,0,0,0,0,0,24,0,0
1050,1041,998,37,35,2,5,5,1,1,1,0,0,840,6,16
1051,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
1052,950,830,117,40,0,25,24,74,0,0,0,0,718,3,13
1053,769,662,106,31,3,5,129,6,56,29,24,0,555,1,31
1054,109,99,10,1,0,0,3,1,0,0,0,0,68,0,3
1055,585,372,213,47,0,4,0,0,0,0,0,0,397,0,0
1056,971,938,30,5,2,2,32,8,10,3,1,0,833,3,37
1057,402,259,141,31,0,1,0,0,0,0,0,0,287,2,0
1058,433,360,72,39,0,8,57,2,29,17,11,0,322,1,11
1059,501,483,15,2,7,14,34,0,12,10,2,0,394,3,11
1060,80,75,4,2,1,0,6,0,1,1,0,0,54,1,2
1061,415,385,28,2,2,1,10,8,0,0,0,0,244,2,7
1062,31,19,12,2,0,0,0,0,0,0,0,0,20,0,0
1063,41,39,2,1,0,0,2,0,1,1,0,0,29,0,1
1064,878,845,31,31,1,5,1,0,0,0,0,0,689,2,19
1065,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1066,101,99,2,2,0,3,0,0,0,0,0,0,86,0,2
1067,704,653,46,12,5,8,34,7,22,14,4,0,544,5,11
1068,1428,1217,203,95,7,8,169,11,85,58,23,1,1043,8,27
1069,47,32,15,5,0,0,0,0,0,0,0,0,34,0,0
1070,1062,977,82,75,1,8,11,3,0,0,0,0,940,3,16
1071,1345,1131,206,67,8,17,189,37,100,39,57,0,1012,8,30
1072,319,315,3,1,1,4,4,2,0,0,0,0,244,1,8
1073,982,725,254,53,0,2,0,0,0,0,0,0,776,3,0
1074,954,903,46,32,1,14,9,13,1,0,1,0,798,5,9
1075,403,381,21,2,2,5,16,2,0,0,0,0,270,1,16
1076,675,655,19,16,0,6,0,3,0,0,0,0,602,1,6
1077,719,607,107,8,0,1,62,99,0,0,0,0,512,5,34
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,878,782,93,24,7,16,110,29,31,14,10,0,563,3,42
1080,2360,2290,65,59,1,32,3,6,0,0,0,0,2057,5,5
1081,2178,2084,83,38,6,15,49,24,14,4,3,0,1882,11,47
1082,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
1083,1525,1324,196,39,2,2,39,140,17,4,8,1,1294,5,22
1084,76,69,6,0,0,1,0,0,0,0,0,0,51,1,3
1085,611,594,13,13,1,4,0,0,0,0,0,0,525,4,9
1086,210,181,26,7,0,0,49,7,12,2,8,0,140,3,13
1087,971,958,11,6,2,14,3,5,0,0,0,0,854,2,14
1088,75,70,4,0,0,0,4,0,0,0,0,0,54,1,3
1089,827,809,15,13,2,9,6,2,0,0,0,0,676,3,7
1090,517,508,8,8,0,4,0,0,0,0,0,0,424,1,3
1091,1498,1083,412,60,1,15,218,290,62,1,53,2,1014,3,28
1092,1112,999,112,99,2,21,6,6,2,1,1,0,890,1,15
1093,522,503,17,12,4,7,12,3,0,0,0,0,441,2,16
1094,1367,1277,84,68,11,23,28,4,12,8,2,0,1179,6,11
1095,294,275,18,1,1,3,1,1,0,0,0,0,235,1,5
1096,1176,901,273,75,0,2,0,0,0,0,0,0,950,2,0
1097,585,554,28,28,0,1,3,0,0,0,0,0,483,3,5
1098,1064,931,125,67,2,27,93,1,57,23,25,0,836,8,13
1099,965,797,165,14,0,8,28,151,0,0,0,0,720,3,24
1100,1340,1258,81,24,8,6,67,3,51,30,9,0,1175,1,22
1101,307,177,128,42,0,1,0,0,0,0,0,0,208,2,0
1102,1667,1218,444,39,0,14,211,314,91,56,20,0,1142,5,52
1103,1288,1213,70,43,0,8,0,1,0,0,0,0,1035,5,9
1104,69,58,11,0,0,0,3,11,0,0,0,0,48,0,4
1105,81,81,0,0,0,0,3,0,0,0,0,0,57,0,3
1106,1503,1323,177,16,1,2,70,159,2,0,0,0,1290,3,24
1107,790,776,13,9,3,22,9,3,1,0,0,0,659,1,16
1108,26,23,2,2,0,0,0,0,0,0,0,0,13,1,2
1109,182,156,26,4,0,4,9,22,0,0,0,0,165,0,3
1110,239,207,32,8,0,0,41,8,15,5,7,0,155,0,10
1111,2121,1992,118,54,10,13,8,54,0,0,0,0,1769,11,37
1112,939,900,37,5,2,1,23,17,0,0,0,0,765,2,34
1113,1058,944,112,36,0,2,19,75,0,0,0,0,805,2,8
1114,476,416,55,0,3,0,8,3,0,0,0,0,331,5,17
1115,459,444,9,3,1,2,15,5,1,0,0,0,351,6,14
1116,323,319,4,3,0,2,4,1,0,0,0,0,244,0,15
1117,1135,1064,68,60,1,8,5,8,0,0,0,0,895,3,16
1118,494,447,43,11,2,3,34,11,13,6,3,0,349,4,23
1119,133,130,2,0,0,2,6,2,0,0,0,0,102,1,5
1120,447,437,8,0,0,3,41,4,0,0,0,0,232,2,25
1121,788,767,18,9,2,3,6,5,0,0,0,0,655,3,16
1122,646,565,80,15,0,3,18,65,0,0,0,0,539,1,13
1123,596,521,73,10,0,4,19,63,0,0,0,0,461,2,16
1124,1830,1619,208,26,1,3,52,180,2,0,0,0,1626,3,32
1125,414,391,23,7,0,2,6,14,2,0,1,0,361,0,4
1126,7,6,1,0,0,0,0,0,0,0,0,0,4,0,0
1127,99,78,21,0,0,0,2,0,0,0,0,0,71,0,2
1128,312,279,31,6,2,0,42,2,14,5,9,0,215,2,17
1129,1260,1081,179,37,0,1,0,0,0,0,0,0,1074,0,1
1130,1310,1250,60,60,1,8,0,0,0,0,0,0,1089,0,6
1131,858,683,172,3,0,3,34,169,0,0,0,0,638,3,24
1132,546,539,4,4,1,1,12,0,0,0,0,0,395,3,16
1133,703,657,44,12,2,4,28,12,16,4,9,0,611,2,5
1134,435,409,26,24,0,6,1,2,0,0,0,0,335,0,4
1135,1045,983,55,5,7,2,142,26,24,7,10,2,656,7,54
1136,292,289,2,1,1,6,7,1,0,0,0,0,252,1,7
1137,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1138,939,910,27,25,1,3,2,2,0,0,0,0,810,2,5
1139,850,719,128,9,0,5,38,119,0,0,0,0,703,3,25
1140,222,218,4,4,1,3,0,0,0,0,0,0,175,0,3
1141,669,635,30,1,3,2,8,3,0,0,0,0,537,4,23
1142,341,324,16,8,0,1,8,0,0,0,0,0,261,1,6
1143,407,391,13,3,1,1,12,7,2,0,0,0,359,3,4
1144,835,716,115,14,1,13,71,65,36,14,18,0,613,4,25
1145,1631,1355,272,39,2,10,71,233,0,0,0,0,1225,4,34
1146,639,626,11,1,7,2,7,4,2,0,0,0,513,2,13
1147,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
1148,551,417,134,5,1,0,33,129,0,0,0,0,393,0,19
1149,260,249,10,8,0,2,1,2,0,0,0,0,205,1,6
1150,21,20,1,1,0,0,0,0,0,0,0,0,20,0,0
1151,2246,2158,82,25,9,13,56,27,2,0,1,0,1886,6,40
1152,856,765,84,18,1,4,87,15,30,5,17,0,592,7,37
1153,29,28,1,0,0,1,0,0,0,0,0,0,27,0,0
1154,79,42,36,15,0,0,0,0,0,0,0,0,41,1,1
1155,716,619,95,3,2,0,24,92,0,0,0,0,569,2,15
1156,796,683,110,6,0,0,21,104,0,0,0,0,689,3,10
1157,841,642,195,16,0,4,73,166,13,3,4,0,592,4,22
1158,214,203,11,1,0,3,12,10,0,0,0,0,166,0,5
1159,606,597,9,3,0,3,12,1,5,2,2,0,545,0,8
1160,1215,1092,120,5,0,0,74,115,0,0,0,0,876,3,40
1161,434,408,20,0,3,4,5,3,0,0,0,0,263,6,18
1162,821,780,38,36,1,5,1,2,0,0,0,0,702,3,3
1163,213,169,44,1,0,1,13,43,0,0,0,0,160,0,4
1164,60,59,1,1,0,0,0,0,0,0,0,0,50,0,0
1165,1297,1177,115,31,0,43,24,84,0,0,0,0,1115,5,11
1166,540,524,15,14,0,7,1,1,0,0,0,0,430,1,1
1167,1995,1888,105,38,0,25,9,67,0,0,0,0,1783,2,12
1168,806,674,127,34,1,12,9,93,0,0,0,0,622,5,7
1169,208,161,46,3,1,0,15,43,0,0,0,0,139,1,5
1170,1741,1383,354,71,4,18,126,241,42,2,38,0,1404,4,34
1171,237,221,16,9,0,3,15,1,4,2,2,0,171,0,12
1172,1060,1044,12,9,8,1,6,2,1,0,1,0,970,4,5
1173,668,636,31,25,3,7,10,4,2,0,1,0,560,1,6
1174,1160,716,442,136,0,3,0,0,0,0,0,0,668,2,0
1175,870,851,15,11,1,3,9,0,0,0,0,0,702,4,17
1176,370,293,76,15,2,0,63,39,22,11,10,0,254,1,10
1177,1219,1007,207,37,2,3,192,7,157,66,53,0,928,5,33
1178,96,92,4,2,0,0,3,0,0,0,0,0,79,0,2
1179,1289,1021,267,16,2,0,52,251,0,0,0,0,1032,1,33
1180,1198,1060,137,14,2,1,20,104,0,0,0,0,971,1,29
1181,1403,1333,69,54,5,11,0,14,0,0,0,0,1079,1,12
1182,177,139,38,8,0,0,0,0,0,0,0,0,155,0,1
1183,160,124,35,2,0,0,8,33,0,0,0,0,110,1,6
1184,1189,1147,38,18,2,5,7,0,0,0,0,0,986,4,19
1185,1265,1059,198,78,6,5,138,26,91,28,49,3,961,8,36
1186,483,468,15,7,0,2,0,7,0,0,0,0,420,0,3
1187,912,870,39,0,7,6,23,3,0,0,0,0,614,3,38
1188,876,805,68,42,0,16,4,26,0,0,0,0,584,3,11
1189,344,333,8,1,4,1,59,6,0,0,0,0,227,3,8
1190,303,297,4,3,0,5,4,1,0,0,0,0,229,2,4
1191,1225,1077,144,27,4,17,188,58,53,21,23,0,829,4,31
1192,180,172,8,4,0,0,0,4,0,0,0,0,144,0,2
1193,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0
1194,34,29,5,0,0,0,0,0,0,0,0,0,24,0,2
1195,305,233,72,6,1,0,28,66,0,0,0,0,217,0,14
1196,519,408,111,30,0,0,0,0,0,0,0,0,408,0,0
1197,89,86,2,0,1,0,1,0,0,0,0,0,50,1,6
1198,988,956,31,30,0,12,1,1,0,0,0,0,836,1,4
1199,1260,990,269,60,0,2,0,0,0,0,0,0,969,1,1
1200,748,671,71,12,5,2,65,10,15,8,6,0,524,6,30
1201,627,586,38,29,0,5,1,5,0,0,0,0,504,3,3
1202,606,574,31,14,1,7,26,1,11,4,6,0,482,1,12
1203,1259,1172,86,64,0,8,0,3,0,0,0,0,1043,1,7
1204,273,260,12,12,0,0,0,0,0,0,0,0,230,1,3
1205,399,380,18,1,0,2,32,12,5,3,1,0,317,1,6
1206,537,495,42,16,0,5,35,1,23,18,4,0,436,0,5
1207,1530,1480,47,40,5,8,1,5,0,0,0,0,1333,3,12
1208,1412,1254,157,14,2,8,26,143,0,0,0,0,1216,1,27
1209,38,35,3,0,0,0,1,0,0,0,0,0,32,0,2
1210,2570,2448,114,95,8,28,18,13,2,0,0,0,2287,8,10
1211,1184,923,253,15,1,9,92,238,0,0,0,0,795,8,37
1212,36,36,0,0,1,0,0,0,0,0,0,0,29,0,2
1213,1937,1828,108,64,1,13,3,41,0,0,0,0,1691,1,8
1214,636,622,13,13,3,3,0,0,0,0,0,0,545,1,6
1215,428,408,14,1,3,2,6,2,0,0,0,0,304,6,15
1216,153,130,21,0,1,0,2,0,0,0,0,0,120,2,3
1217,150,143,5,0,0,1,13,3,0,0,0,0,95,2,11
1218,51,49,2,0,0,0,4,2,0,0,0,0,39,0,2
1219,389,342,44,6,0,4,45,14,23,12,4,0,293,3,13
1220,330,229,100,7,0,4,46,89,4,2,2,0,163,1,14
1221,342,305,37,1,6,8,6,3,1,0,0,0,240,0,14
1222,362,352,10,10,2,3,1,0,0,0,0,0,320,0,2
1223,10,8,2,0,0,0,0,0,0,0,0,0,7,0,0
1224,1688,1629,59,50,1,17,2,9,0,0,0,0,1550,0,9
1225,361,343,16,1,10,3,6,4,1,1,0,0,276,2,16
1226,375,366,8,4,0,7,8,2,2,0,1,0,303,1,8
1227,273,270,3,1,2,3,9,2,0,0,0,0,227,0,4
1228,424,403,17,3,5,5,8,10,1,0,0,0,331,4,13
1229,1366,1271,91,61,0,10,40,9,21,9,7,0,1102,4,10
1230,492,453,38,6,5,16,41,2,27,12,11,0,359,1,9
1231,292,279,13,11,0,1,5,1,1,1,0,0,252,0,4
1232,112,107,5,3,0,3,0,2,0,0,0,0,90,0,1
1233,884,854,28,0,3,3,13,5,1,0,0,0,681,2,29
1234,36,30,6,1,0,1,3,2,1,1,0,0,31,0,0
1235,378,354,21,1,3,6,13,1,0,0,0,0,251,3,17
1236,31,30,1,0,0,0,1,1,0,0,0,0,21,0,0
1237,217,202,15,5,2,1,12,0,3,2,0,0,148,0,7
1238,385,378,7,7,0,3,2,0,0,0,0,0,334,0,3
1239,1509,1378,126,33,16,26,90,30,62,22,23,0,1208,5,17
1240,4,4,0,0,0,0,2,0,0,0,0,0,2,0,0
1241,27,27,0,0,0,0,0,0,0,0,0,0,22,0,0
1242,440,399,40,0,5,1,17,5,1,0,0,0,316,1,24
1243,271,250,18,9,4,2,8,1,7,1,4,0,238,3,3
1244,17,17,0,0,0,0,0,0,0,0,0,0,8,0,1
1245,725,683,40,22,1,1,3,9,0,0,0,0,616,2,6
1246,1834,1737,90,34,2,22,21,54,1,1,0,0,1486,7,8
1247,141,134,7,0,0,1,5,0,0,0,0,0,81,0,9
1248,814,651,157,18,0,2,49,123,16,14,2,0,588,6,9
1249,782,721,57,2,6,6,32,50,1,0,1,0,599,4,25
1250,307,280,26,20,0,0,3,6,0,0,0,0,240,1,0
1251,51,49,2,0,0,1,1,0,0,0,0,0,38,0,3
1252,647,626,16,4,3,4,28,6,4,4,0,0,466,5,21
1253,1142,1103,37,29,0,12,4,8,0,0,0,0,905,2,15
1254,318,302,14,8,2,0,4,1,0,0,0,0,252,2,7
1255,834,809,20,17,9,4,8,3,0,0,0,0,618,5,19
1256,908,755,146,10,1,4,82,128,8,6,0,0,625,7,26
1257,74,70,4,0,0,0,7,1,0,0,0,0,53,0,5
1258,287,281,6,5,0,2,0,1,0,0,0,0,231,0,1
1259,34,34,0,0,0,0,5,0,0,0,0,0,20,0,2
1260,508,472,34,2,2,1,60,5,0,0,0,0,326,2,27
1261,1687,1439,244,33,2,8,108,196,15,7,5,0,1450,4,32
1262,1005,941,60,28,4,8,40,11,12,10,2,0,755,4,17
1263,250,209,38,4,1,0,27,33,1,0,1,0,163,3,5
1264,1507,1448,55,40,1,3,1,13,0,0,0,0,1218,4,7
1265,121,117,4,4,0,0,1,0,0,0,0,0,88,0,0
1266,749,606,134,44,5,15,146,7,82,34,39,0,486,9,27
